client_id,activity_date,activity_type,activity_result,activity_value,channel
C009940,2025-03-13,APP_LOGIN,FAIL,1493.47,Call Center
C007122,2025-06-28,APP_LOGIN,SUCCESS,460.25,Website
C003513,2025-05-15,APP_LOGIN,SUCCESS,151.47,Mobile App
C006416,2025-05-11,CALL,SUCCESS,0.68,Call Center
C005769,2025-04-01,TXN,SUCCESS,2992.54,Call Center
C002643,2025-01-19,EMAIL,NO_RESPONSE,770.69,Website
C008070,2025-04-20,APP_LOGIN,SUCCESS,832.36,Mobile App
C000556,2025-01-21,APP_LOGIN,SUCCESS,2367.78,Mobile App
C002255,2025-02-13,TXN,SUCCESS,995.38,Call Center
C001141,2025-03-06,SMS,NO_RESPONSE,199.47,Mobile App
C006149,2025-04-04,SMS,SUCCESS,832.87,Mobile App
C007963,2025-05-28,SMS,SUCCESS,1570.35,Website
C005746,2025-05-12,TXN,NO_RESPONSE,623.62,Mobile App
C001786,2025-04-02,TXN,SUCCESS,391.24,Mobile App
C007593,2025-05-02,SMS,SUCCESS,1509.44,Mobile App
C006132,2025-03-04,SMS,SUCCESS,276.24,Call Center
C009306,2025-04-15,CALL,FAIL,189.44,Mobile App
C003100,2025-05-06,APP_LOGIN,SUCCESS,380.51,Mobile App
C003616,2025-06-15,EMAIL,FAIL,222.92,Mobile App
C001241,2025-06-16,SMS,SUCCESS,1888.6,Mobile App
C008263,2025-03-12,CALL,NO_RESPONSE,1408.13,Branch
C007932,2025-05-13,APP_LOGIN,NO_RESPONSE,445.21,Website
C002869,2025-03-23,SMS,SUCCESS,1446.87,Mobile App
C001545,2025-01-02,TXN,NO_RESPONSE,14.59,Branch
C005090,2025-05-01,SMS,SUCCESS,1427.63,Mobile App
C002371,2025-02-16,APP_LOGIN,SUCCESS,1377.69,Call Center
C008101,2025-04-07,APP_LOGIN,SUCCESS,446.15,Mobile App
C009372,2025-04-20,TXN,NO_RESPONSE,306.92,Mobile App
C006358,2025-02-02,TXN,SUCCESS,618.77,Mobile App
C001107,2025-06-24,TXN,SUCCESS,469.49,Website
C004709,2025-01-08,TXN,FAIL,263.85,Website
C007178,2025-02-24,CALL,FAIL,69.21,Mobile App
C005968,2025-04-18,EMAIL,SUCCESS,2044.28,Mobile App
C000281,2025-04-15,CALL,SUCCESS,3.78,Website
C009908,2025-02-17,TXN,NO_RESPONSE,1005.44,Call Center
C009306,2025-05-20,APP_LOGIN,SUCCESS,1946.76,Call Center
C004405,2025-04-12,TXN,SUCCESS,612.09,Mobile App
C003022,2025-03-05,APP_LOGIN,SUCCESS,1308.92,Mobile App
C003071,2025-06-21,CALL,NO_RESPONSE,576.6,Call Center
C009721,2025-06-12,EMAIL,FAIL,3078.93,Mobile App
C001131,2025-02-01,CALL,SUCCESS,204.16,Website
C006299,2025-03-07,CALL,SUCCESS,2719.0,Mobile App
C008024,2025-03-04,EMAIL,SUCCESS,584.14,Website
C007617,2025-06-21,APP_LOGIN,SUCCESS,301.91,Mobile App
C006740,2025-03-12,TXN,SUCCESS,936.18,Mobile App
C007244,2025-05-03,APP_LOGIN,SUCCESS,517.31,Branch
C006085,2025-06-26,CALL,FAIL,507.34,Mobile App
C007505,2025-04-30,SMS,SUCCESS,851.37,Mobile App
C001930,2025-06-18,EMAIL,FAIL,358.72,Call Center
C007128,2025-03-12,APP_LOGIN,SUCCESS,78.48,Branch
C008885,2025-02-04,APP_LOGIN,SUCCESS,269.13,Mobile App
C000714,2025-03-20,SMS,SUCCESS,4338.25,Mobile App
C004726,2025-01-06,CALL,SUCCESS,383.9,Branch
C006545,2025-01-12,APP_LOGIN,SUCCESS,314.87,Mobile App
C009922,2025-05-12,EMAIL,FAIL,723.35,Website
C001828,2025-02-03,TXN,FAIL,3096.06,Mobile App
C009714,2025-02-04,SMS,NO_RESPONSE,603.34,Mobile App
C007784,2025-04-14,CALL,SUCCESS,2687.63,Website
C006318,2025-04-07,APP_LOGIN,NO_RESPONSE,602.05,Mobile App
C008493,2025-05-03,APP_LOGIN,SUCCESS,264.19,Mobile App
C004093,2025-01-07,SMS,SUCCESS,1757.87,Mobile App
C006247,2025-05-17,CALL,SUCCESS,74.43,Mobile App
C007332,2025-01-29,APP_LOGIN,SUCCESS,686.49,Mobile App
C001029,2025-06-28,EMAIL,FAIL,1387.1,Mobile App
C003919,2025-01-07,CALL,SUCCESS,628.78,Website
C005721,2025-04-30,TXN,NO_RESPONSE,1212.98,Mobile App
C001711,2025-01-18,CALL,SUCCESS,1823.95,Mobile App
C007329,2025-04-05,CALL,SUCCESS,449.93,Mobile App
C004193,2025-01-20,CALL,SUCCESS,2659.4,Mobile App
C006822,2025-01-23,EMAIL,NO_RESPONSE,1405.44,Website
C009352,2025-02-27,EMAIL,SUCCESS,523.18,Mobile App
C000388,2025-02-16,CALL,SUCCESS,196.92,Website
C001904,2025-01-22,APP_LOGIN,SUCCESS,3059.3,Mobile App
C004260,2025-06-21,APP_LOGIN,FAIL,612.1,Call Center
C009631,2025-06-18,CALL,SUCCESS,942.48,Mobile App
C004777,2025-03-20,CALL,SUCCESS,250.33,Branch
C001002,2025-01-13,APP_LOGIN,SUCCESS,3735.59,Mobile App
C001160,2025-01-11,APP_LOGIN,SUCCESS,2203.8,Call Center
C004254,2025-01-27,EMAIL,SUCCESS,271.79,Mobile App
C006542,2025-02-16,APP_LOGIN,SUCCESS,2226.32,Mobile App
C009005,2025-01-18,APP_LOGIN,SUCCESS,968.44,Website
C009582,2025-04-02,APP_LOGIN,SUCCESS,545.2,Branch
C005422,2025-05-10,CALL,NO_RESPONSE,925.49,Website
C002397,2025-01-12,APP_LOGIN,SUCCESS,1137.51,Website
C001348,2025-05-01,SMS,SUCCESS,1434.47,Mobile App
C001538,2025-01-04,EMAIL,NO_RESPONSE,2650.36,Mobile App
C001487,2025-02-10,SMS,SUCCESS,876.17,Mobile App
C001783,2025-04-20,EMAIL,SUCCESS,340.31,Mobile App
C002549,2025-01-16,TXN,SUCCESS,226.22,Mobile App
C001751,2025-06-10,APP_LOGIN,SUCCESS,2652.57,Mobile App
C006886,2025-06-21,APP_LOGIN,SUCCESS,1709.79,Branch
C005874,2025-02-28,CALL,SUCCESS,527.12,Mobile App
C002236,2025-03-19,EMAIL,SUCCESS,207.29,Mobile App
C006273,2025-01-28,APP_LOGIN,SUCCESS,1004.44,Branch
C003565,2025-04-17,EMAIL,SUCCESS,5205.98,Website
C006241,2025-04-07,APP_LOGIN,SUCCESS,97.99,Mobile App
C005015,2025-06-25,EMAIL,NO_RESPONSE,1609.15,Call Center
C002225,2025-03-29,EMAIL,SUCCESS,459.15,Website
C007152,2025-06-05,EMAIL,SUCCESS,932.71,Website
C004725,2025-06-04,EMAIL,SUCCESS,978.16,Mobile App
C000970,2025-01-13,APP_LOGIN,SUCCESS,80.61,Call Center
C008128,2025-01-02,CALL,SUCCESS,65.39,Website
C008465,2025-05-04,EMAIL,FAIL,297.49,Branch
C006543,2025-04-03,TXN,FAIL,1543.18,Mobile App
C009779,2025-05-25,EMAIL,SUCCESS,1493.55,Mobile App
C002825,2025-05-26,SMS,NO_RESPONSE,288.74,Call Center
C003519,2025-05-22,APP_LOGIN,SUCCESS,1271.26,Mobile App
C004021,2025-03-31,APP_LOGIN,SUCCESS,170.35,Mobile App
C004957,2025-01-06,CALL,FAIL,2727.0,Mobile App
C007978,2025-05-24,CALL,SUCCESS,185.24,Mobile App
C008821,2025-03-26,SMS,SUCCESS,1599.21,Mobile App
C004346,2025-06-20,SMS,SUCCESS,1397.04,Website
C004608,2025-06-24,CALL,SUCCESS,1567.55,Mobile App
C000345,2025-05-15,EMAIL,SUCCESS,533.29,Call Center
C004643,2025-06-24,APP_LOGIN,SUCCESS,518.08,Website
C008748,2025-03-12,SMS,FAIL,345.04,Mobile App
C005083,2025-03-16,APP_LOGIN,SUCCESS,448.12,Mobile App
C004011,2025-02-12,APP_LOGIN,SUCCESS,157.5,Mobile App
C002920,2025-04-06,SMS,SUCCESS,868.68,Website
C000460,2025-03-24,TXN,SUCCESS,142.28,Mobile App
C005227,2025-02-20,APP_LOGIN,SUCCESS,1002.31,Mobile App
C002789,2025-03-26,CALL,FAIL,1944.37,Call Center
C002812,2025-01-03,CALL,SUCCESS,169.73,Call Center
C003116,2025-04-15,EMAIL,SUCCESS,2284.79,Mobile App
C008102,2025-06-23,CALL,NO_RESPONSE,566.41,Mobile App
C005545,2025-04-05,APP_LOGIN,SUCCESS,1629.69,Branch
C008252,2025-06-15,APP_LOGIN,FAIL,643.19,Mobile App
C009987,2025-04-13,TXN,FAIL,442.87,Call Center
C004445,2025-05-09,SMS,SUCCESS,136.45,Mobile App
C006542,2025-03-26,EMAIL,SUCCESS,962.67,Mobile App
C001965,2025-01-14,APP_LOGIN,FAIL,475.92,Call Center
C004770,2025-02-07,APP_LOGIN,SUCCESS,56.31,Mobile App
C009686,2025-02-05,APP_LOGIN,SUCCESS,145.46,Mobile App
C002597,2025-05-05,APP_LOGIN,NO_RESPONSE,339.9,Call Center
C004234,2025-04-04,EMAIL,NO_RESPONSE,575.14,Call Center
C002666,2025-05-05,CALL,NO_RESPONSE,22.38,Website
C007281,2025-02-06,SMS,SUCCESS,4626.31,Website
C002457,2025-05-06,EMAIL,SUCCESS,351.25,Call Center
C002413,2025-03-27,TXN,SUCCESS,123.78,Mobile App
C007863,2025-06-08,TXN,SUCCESS,159.7,Call Center
C005392,2025-02-15,CALL,SUCCESS,2351.0,Website
C008024,2025-05-11,TXN,SUCCESS,1401.77,Call Center
C004341,2025-02-21,SMS,SUCCESS,1230.22,Mobile App
C009996,2025-03-23,APP_LOGIN,SUCCESS,830.26,Mobile App
C007267,2025-04-06,CALL,SUCCESS,28.33,Mobile App
C006715,2025-05-20,TXN,SUCCESS,369.66,Website
C009289,2025-05-28,CALL,SUCCESS,5743.86,Mobile App
C006768,2025-05-31,APP_LOGIN,SUCCESS,218.44,Website
C007456,2025-01-29,APP_LOGIN,SUCCESS,1869.63,Mobile App
C007097,2025-01-16,CALL,NO_RESPONSE,1187.94,Mobile App
C008403,2025-04-10,APP_LOGIN,SUCCESS,42.49,Mobile App
C000534,2025-06-09,APP_LOGIN,NO_RESPONSE,2389.6,Website
C009133,2025-02-25,APP_LOGIN,SUCCESS,159.4,Website
C009458,2025-01-01,APP_LOGIN,NO_RESPONSE,352.11,Mobile App
C000012,2025-06-18,CALL,SUCCESS,188.81,Website
C000517,2025-04-11,SMS,SUCCESS,228.04,Website
C001725,2025-04-01,TXN,FAIL,1576.38,Call Center
C002184,2025-03-23,APP_LOGIN,SUCCESS,339.34,Mobile App
C004542,2025-01-29,CALL,SUCCESS,891.67,Mobile App
C007606,2025-03-13,CALL,SUCCESS,1085.26,Call Center
C008365,2025-03-29,EMAIL,SUCCESS,1639.57,Mobile App
C006656,2025-05-18,APP_LOGIN,SUCCESS,665.06,Website
C001676,2025-02-21,EMAIL,FAIL,577.98,Mobile App
C008196,2025-03-08,CALL,SUCCESS,241.92,Mobile App
C001611,2025-01-23,APP_LOGIN,SUCCESS,60.44,Mobile App
C002794,2025-06-04,TXN,SUCCESS,450.86,Website
C006248,2025-02-11,APP_LOGIN,SUCCESS,111.17,Mobile App
C005769,2025-01-24,CALL,SUCCESS,422.5,Branch
C004378,2025-03-04,CALL,SUCCESS,108.92,Branch
C001501,2025-04-17,APP_LOGIN,SUCCESS,962.65,Mobile App
C004331,2025-01-08,TXN,SUCCESS,1258.56,Website
C001726,2025-05-16,CALL,NO_RESPONSE,474.97,Mobile App
C003929,2025-06-24,APP_LOGIN,SUCCESS,3325.2,Call Center
C005342,2025-01-17,SMS,SUCCESS,1348.28,Mobile App
C000456,2025-02-02,TXN,SUCCESS,7906.12,Call Center
C001383,2025-05-08,CALL,NO_RESPONSE,247.76,Mobile App
C005725,2025-01-10,SMS,NO_RESPONSE,496.81,Website
C000558,2025-04-22,EMAIL,SUCCESS,234.5,Mobile App
C006115,2025-05-19,EMAIL,SUCCESS,70.28,Website
C003991,2025-02-20,APP_LOGIN,NO_RESPONSE,59.37,Mobile App
C001169,2025-04-24,EMAIL,SUCCESS,478.78,Call Center
C001368,2025-03-13,SMS,SUCCESS,1467.02,Mobile App
C009792,2025-06-06,TXN,SUCCESS,2118.92,Branch
C008349,2025-03-25,APP_LOGIN,SUCCESS,458.0,Call Center
C004990,2025-02-03,APP_LOGIN,FAIL,586.88,Call Center
C004958,2025-04-14,SMS,SUCCESS,1500.49,Mobile App
C007296,2025-04-28,APP_LOGIN,NO_RESPONSE,1783.36,Mobile App
C009240,2025-05-19,CALL,SUCCESS,775.73,Mobile App
C000931,2025-05-16,APP_LOGIN,SUCCESS,383.06,Mobile App
C007343,2025-01-01,EMAIL,FAIL,3588.22,Mobile App
C009317,2025-01-27,CALL,SUCCESS,62.19,Branch
C001282,2025-04-25,APP_LOGIN,SUCCESS,1456.76,Mobile App
C009321,2025-06-26,TXN,SUCCESS,579.69,Mobile App
C004816,2025-01-20,TXN,SUCCESS,1548.06,Mobile App
C001177,2025-04-27,CALL,SUCCESS,18.58,Call Center
C000506,2025-02-16,CALL,SUCCESS,992.19,Call Center
C006224,2025-01-22,TXN,SUCCESS,1511.87,Call Center
C008417,2025-01-22,SMS,NO_RESPONSE,591.79,Mobile App
C003839,2025-05-06,APP_LOGIN,SUCCESS,1129.97,Website
C004053,2025-03-20,EMAIL,SUCCESS,2322.05,Branch
C008372,2025-03-18,EMAIL,SUCCESS,1662.7,Mobile App
C009521,2025-03-20,TXN,SUCCESS,1133.8,Mobile App
C000742,2025-02-25,EMAIL,FAIL,835.31,Branch
C004410,2025-01-22,APP_LOGIN,SUCCESS,318.32,Mobile App
C005454,2025-04-22,EMAIL,SUCCESS,755.23,Branch
C008500,2025-06-21,TXN,NO_RESPONSE,843.7,Mobile App
C006184,2025-03-22,TXN,NO_RESPONSE,1249.14,Call Center
C009459,2025-05-08,EMAIL,SUCCESS,284.7,Mobile App
C001269,2025-05-02,SMS,NO_RESPONSE,2166.55,Website
C007990,2025-06-22,APP_LOGIN,SUCCESS,90.02,Mobile App
C008050,2025-06-18,CALL,SUCCESS,1171.19,Mobile App
C003681,2025-02-19,EMAIL,SUCCESS,493.6,Mobile App
C007313,2025-03-15,APP_LOGIN,SUCCESS,1627.87,Branch
C004048,2025-06-20,CALL,SUCCESS,1354.83,Mobile App
C009246,2025-04-27,EMAIL,SUCCESS,1907.77,Mobile App
C001644,2025-05-26,APP_LOGIN,SUCCESS,449.62,Call Center
C007596,2025-06-18,EMAIL,SUCCESS,1163.92,Call Center
C005502,2025-04-17,EMAIL,SUCCESS,2156.51,Mobile App
C002664,2025-04-01,EMAIL,SUCCESS,4224.26,Mobile App
C009855,2025-01-08,TXN,SUCCESS,1696.57,Mobile App
C006342,2025-05-01,APP_LOGIN,FAIL,347.47,Mobile App
C003415,2025-01-18,APP_LOGIN,FAIL,241.59,Mobile App
C000033,2025-04-20,TXN,SUCCESS,689.1,Mobile App
C006478,2025-04-04,CALL,SUCCESS,2277.62,Website
C002282,2025-06-02,APP_LOGIN,SUCCESS,960.23,Mobile App
C008722,2025-02-20,SMS,NO_RESPONSE,472.19,Mobile App
C004983,2025-05-09,EMAIL,NO_RESPONSE,1609.22,Website
C004915,2025-04-12,SMS,NO_RESPONSE,239.4,Branch
C006888,2025-06-26,APP_LOGIN,NO_RESPONSE,1737.59,Mobile App
C001290,2025-05-21,SMS,SUCCESS,471.7,Call Center
C005101,2025-03-30,CALL,SUCCESS,1740.93,Website
C001319,2025-03-05,APP_LOGIN,SUCCESS,872.93,Branch
C001464,2025-01-08,CALL,SUCCESS,3492.57,Website
C001585,2025-05-27,EMAIL,FAIL,777.38,Mobile App
C000570,2025-03-03,APP_LOGIN,NO_RESPONSE,105.54,Mobile App
C008038,2025-06-17,EMAIL,SUCCESS,527.13,Mobile App
C008343,2025-04-28,TXN,SUCCESS,726.79,Call Center
C005767,2025-02-22,TXN,SUCCESS,181.74,Call Center
C007469,2025-04-23,SMS,SUCCESS,128.86,Branch
C004974,2025-04-15,TXN,SUCCESS,119.22,Mobile App
C000345,2025-04-24,CALL,SUCCESS,330.36,Mobile App
C007479,2025-04-15,CALL,SUCCESS,671.35,Mobile App
C001660,2025-04-27,TXN,NO_RESPONSE,246.81,Mobile App
C007885,2025-01-03,TXN,SUCCESS,3162.51,Website
C000934,2025-05-02,APP_LOGIN,FAIL,67.61,Mobile App
C004717,2025-01-29,APP_LOGIN,NO_RESPONSE,1119.37,Mobile App
C004246,2025-03-21,APP_LOGIN,SUCCESS,2038.33,Call Center
C005610,2025-05-15,CALL,SUCCESS,31.3,Website
C006275,2025-03-03,TXN,SUCCESS,1016.62,Mobile App
C006747,2025-06-30,CALL,SUCCESS,1144.74,Mobile App
C009701,2025-03-26,CALL,SUCCESS,151.36,Branch
C003576,2025-06-20,APP_LOGIN,SUCCESS,323.27,Mobile App
C002552,2025-01-14,CALL,SUCCESS,705.11,Mobile App
C008187,2025-06-16,SMS,SUCCESS,1029.1,Mobile App
C005666,2025-01-24,EMAIL,SUCCESS,882.95,Mobile App
C007179,2025-02-02,EMAIL,SUCCESS,620.99,Mobile App
C008166,2025-04-26,SMS,SUCCESS,455.57,Website
C005381,2025-03-27,CALL,NO_RESPONSE,1757.29,Mobile App
C001012,2025-03-03,TXN,SUCCESS,179.48,Website
C004167,2025-03-03,EMAIL,SUCCESS,1042.26,Mobile App
C007332,2025-04-24,SMS,SUCCESS,495.06,Mobile App
C005915,2025-04-22,CALL,SUCCESS,387.97,Website
C000861,2025-01-14,CALL,SUCCESS,2903.53,Mobile App
C009627,2025-04-06,APP_LOGIN,SUCCESS,664.92,Mobile App
C001440,2025-03-03,SMS,NO_RESPONSE,1558.07,Call Center
C003417,2025-01-26,SMS,SUCCESS,1603.16,Mobile App
C003954,2025-01-05,APP_LOGIN,NO_RESPONSE,1857.18,Website
C006761,2025-06-24,TXN,NO_RESPONSE,3215.52,Mobile App
C009654,2025-01-29,EMAIL,SUCCESS,0.41,Branch
C006904,2025-05-29,CALL,SUCCESS,531.04,Call Center
C006616,2025-06-02,SMS,NO_RESPONSE,1295.08,Mobile App
C000162,2025-06-30,APP_LOGIN,SUCCESS,1300.21,Website
C008831,2025-03-21,CALL,SUCCESS,55.77,Mobile App
C001058,2025-03-25,CALL,NO_RESPONSE,561.69,Mobile App
C001454,2025-03-16,TXN,SUCCESS,1229.86,Mobile App
C004827,2025-02-25,CALL,SUCCESS,2755.46,Mobile App
C006898,2025-04-26,APP_LOGIN,SUCCESS,878.88,Mobile App
C002785,2025-02-01,APP_LOGIN,SUCCESS,191.12,Call Center
C006311,2025-05-16,TXN,SUCCESS,212.77,Website
C003368,2025-05-10,EMAIL,SUCCESS,2471.02,Mobile App
C004268,2025-06-04,EMAIL,SUCCESS,4.04,Mobile App
C006967,2025-02-05,APP_LOGIN,NO_RESPONSE,639.97,Website
C007385,2025-04-09,SMS,SUCCESS,3159.05,Mobile App
C004295,2025-05-31,APP_LOGIN,SUCCESS,1766.72,Call Center
C002098,2025-02-10,APP_LOGIN,NO_RESPONSE,1162.38,Mobile App
C009658,2025-04-22,CALL,SUCCESS,311.73,Mobile App
C004426,2025-05-21,APP_LOGIN,NO_RESPONSE,1595.49,Mobile App
C007498,2025-04-19,APP_LOGIN,SUCCESS,1854.9,Branch
C004390,2025-05-14,SMS,SUCCESS,1174.08,Call Center
C002328,2025-05-28,TXN,SUCCESS,448.9,Mobile App
C004460,2025-03-31,SMS,NO_RESPONSE,179.44,Mobile App
C004042,2025-04-10,APP_LOGIN,SUCCESS,1228.17,Mobile App
C002619,2025-01-19,CALL,NO_RESPONSE,1790.86,Website
C001755,2025-03-27,TXN,SUCCESS,1582.32,Mobile App
C007660,2025-05-20,SMS,SUCCESS,274.44,Website
C008129,2025-01-03,CALL,SUCCESS,1658.2,Mobile App
C007090,2025-04-27,CALL,SUCCESS,710.26,Mobile App
C005760,2025-05-13,SMS,FAIL,942.79,Mobile App
C000698,2025-03-10,CALL,NO_RESPONSE,1239.14,Mobile App
C003958,2025-06-20,EMAIL,SUCCESS,60.7,Branch
C007910,2025-02-22,CALL,SUCCESS,84.02,Mobile App
C008705,2025-06-16,TXN,SUCCESS,1801.44,Branch
C000809,2025-01-07,SMS,SUCCESS,196.85,Website
C006556,2025-05-02,TXN,NO_RESPONSE,255.33,Mobile App
C001039,2025-02-04,APP_LOGIN,SUCCESS,301.85,Website
C008736,2025-04-12,APP_LOGIN,SUCCESS,664.39,Mobile App
C006233,2025-06-30,TXN,SUCCESS,1073.08,Mobile App
C005067,2025-01-17,CALL,SUCCESS,1572.37,Mobile App
C004842,2025-01-20,APP_LOGIN,NO_RESPONSE,1586.84,Branch
C006283,2025-02-03,APP_LOGIN,SUCCESS,1695.16,Mobile App
C008902,2025-05-06,SMS,SUCCESS,2568.32,Mobile App
C001314,2025-01-30,APP_LOGIN,SUCCESS,5077.01,Call Center
C004402,2025-04-24,TXN,NO_RESPONSE,583.97,Call Center
C006670,2025-02-09,TXN,SUCCESS,768.43,Mobile App
C007346,2025-05-21,SMS,SUCCESS,787.68,Website
C006997,2025-06-28,EMAIL,NO_RESPONSE,1536.16,Mobile App
C009965,2025-05-14,CALL,SUCCESS,127.27,Mobile App
C009632,2025-02-25,EMAIL,NO_RESPONSE,106.1,Mobile App
C006734,2025-04-29,EMAIL,SUCCESS,535.51,Mobile App
C003316,2025-04-25,CALL,SUCCESS,903.06,Mobile App
C008601,2025-04-01,TXN,FAIL,62.28,Website
C004815,2025-05-05,TXN,SUCCESS,679.09,Mobile App
C004723,2025-01-18,CALL,SUCCESS,89.92,Mobile App
C005244,2025-03-29,TXN,SUCCESS,262.96,Call Center
C004334,2025-04-13,APP_LOGIN,SUCCESS,362.17,Website
C002454,2025-01-26,EMAIL,SUCCESS,760.69,Mobile App
C009775,2025-06-11,CALL,SUCCESS,169.84,Branch
C009414,2025-05-29,TXN,NO_RESPONSE,456.16,Branch
C000563,2025-01-28,TXN,NO_RESPONSE,88.4,Mobile App
C008055,2025-01-05,APP_LOGIN,SUCCESS,461.57,Website
C004183,2025-04-16,TXN,SUCCESS,78.28,Mobile App
C009948,2025-03-23,APP_LOGIN,FAIL,417.45,Mobile App
C008105,2025-01-08,SMS,SUCCESS,1775.42,Mobile App
C007501,2025-04-22,CALL,SUCCESS,920.14,Mobile App
C008937,2025-06-11,CALL,SUCCESS,319.11,Branch
C008562,2025-02-24,EMAIL,SUCCESS,830.76,Mobile App
C005860,2025-01-22,TXN,SUCCESS,339.71,Website
C002092,2025-03-28,EMAIL,SUCCESS,680.62,Call Center
C001321,2025-03-14,TXN,SUCCESS,955.38,Website
C005887,2025-02-22,APP_LOGIN,SUCCESS,686.25,Mobile App
C008658,2025-02-24,APP_LOGIN,SUCCESS,431.62,Mobile App
C000473,2025-06-04,SMS,SUCCESS,258.59,Mobile App
C009489,2025-05-03,EMAIL,FAIL,2249.01,Mobile App
C007133,2025-03-19,APP_LOGIN,NO_RESPONSE,549.9,Mobile App
C000236,2025-04-26,TXN,SUCCESS,441.78,Website
C005166,2025-03-25,TXN,SUCCESS,808.02,Mobile App
C007901,2025-06-03,EMAIL,NO_RESPONSE,1492.56,Website
C001679,2025-02-10,TXN,NO_RESPONSE,610.51,Mobile App
C004329,2025-03-14,APP_LOGIN,SUCCESS,847.8,Mobile App
C006561,2025-03-12,APP_LOGIN,FAIL,214.1,Mobile App
C006065,2025-03-16,CALL,SUCCESS,6420.58,Mobile App
C000266,2025-06-26,APP_LOGIN,SUCCESS,584.36,Website
C006334,2025-03-22,CALL,SUCCESS,326.04,Mobile App
C002405,2025-04-14,SMS,FAIL,380.83,Website
C008331,2025-05-14,APP_LOGIN,FAIL,1166.63,Website
C009558,2025-06-30,CALL,SUCCESS,898.38,Call Center
C001953,2025-05-20,TXN,SUCCESS,1920.08,Mobile App
C008265,2025-01-01,TXN,SUCCESS,497.47,Mobile App
C000163,2025-01-29,APP_LOGIN,SUCCESS,53.88,Mobile App
C007974,2025-03-31,APP_LOGIN,NO_RESPONSE,1287.3,Mobile App
C000223,2025-03-13,SMS,NO_RESPONSE,1969.96,Mobile App
C006094,2025-02-20,SMS,SUCCESS,566.46,Mobile App
C000185,2025-01-30,APP_LOGIN,SUCCESS,2572.63,Call Center
C000095,2025-03-05,CALL,FAIL,83.7,Branch
C003873,2025-05-02,APP_LOGIN,SUCCESS,1403.85,Website
C000684,2025-06-28,APP_LOGIN,NO_RESPONSE,490.79,Branch
C000976,2025-05-12,APP_LOGIN,SUCCESS,473.27,Mobile App
C007347,2025-03-29,TXN,SUCCESS,845.49,Mobile App
C008050,2025-04-05,APP_LOGIN,SUCCESS,353.43,Mobile App
C007469,2025-03-23,TXN,SUCCESS,3252.29,Mobile App
C000061,2025-06-11,SMS,SUCCESS,1865.42,Mobile App
C006216,2025-02-28,TXN,SUCCESS,1271.95,Mobile App
C001461,2025-02-02,CALL,SUCCESS,455.24,Mobile App
C008674,2025-02-09,CALL,NO_RESPONSE,785.24,Website
C004079,2025-03-14,APP_LOGIN,FAIL,98.76,Call Center
C005326,2025-03-25,CALL,NO_RESPONSE,1132.54,Mobile App
C006002,2025-02-09,TXN,NO_RESPONSE,707.22,Mobile App
C005652,2025-06-24,CALL,SUCCESS,82.66,Mobile App
C003652,2025-06-23,APP_LOGIN,SUCCESS,496.82,Branch
C007746,2025-01-02,TXN,NO_RESPONSE,614.06,Call Center
C008009,2025-04-17,APP_LOGIN,SUCCESS,828.83,Mobile App
C009367,2025-06-16,SMS,NO_RESPONSE,133.39,Mobile App
C006551,2025-01-21,APP_LOGIN,NO_RESPONSE,568.98,Mobile App
C003807,2025-04-04,CALL,NO_RESPONSE,1316.86,Call Center
C008682,2025-02-11,SMS,SUCCESS,52.61,Mobile App
C000897,2025-02-15,TXN,SUCCESS,1295.8,Branch
C004301,2025-04-25,CALL,NO_RESPONSE,2821.07,Mobile App
C002719,2025-04-25,APP_LOGIN,SUCCESS,937.89,Mobile App
C005001,2025-01-17,APP_LOGIN,SUCCESS,316.12,Website
C008210,2025-02-02,TXN,SUCCESS,1673.68,Mobile App
C007551,2025-03-16,CALL,NO_RESPONSE,1949.06,Mobile App
C006880,2025-02-11,APP_LOGIN,SUCCESS,110.09,Mobile App
C004739,2025-01-08,TXN,SUCCESS,91.77,Call Center
C004077,2025-05-12,CALL,SUCCESS,1634.56,Mobile App
C008734,2025-04-16,EMAIL,NO_RESPONSE,549.74,Website
C007676,2025-05-19,APP_LOGIN,SUCCESS,681.58,Website
C000198,2025-05-29,CALL,SUCCESS,119.77,Website
C001266,2025-05-12,CALL,FAIL,2019.11,Mobile App
C005122,2025-01-13,CALL,SUCCESS,2386.9,Mobile App
C000977,2025-01-31,CALL,SUCCESS,3991.15,Branch
C000609,2025-06-30,APP_LOGIN,NO_RESPONSE,326.36,Mobile App
C000465,2025-05-12,APP_LOGIN,SUCCESS,866.78,Mobile App
C009220,2025-01-16,SMS,SUCCESS,7.09,Mobile App
C001262,2025-04-25,TXN,SUCCESS,2327.02,Mobile App
C007558,2025-04-14,APP_LOGIN,SUCCESS,187.14,Branch
C002030,2025-02-18,TXN,SUCCESS,1292.3,Website
C001818,2025-02-11,APP_LOGIN,FAIL,1421.53,Mobile App
C000241,2025-03-27,APP_LOGIN,SUCCESS,1544.95,Call Center
C005735,2025-02-25,CALL,SUCCESS,740.79,Branch
C002857,2025-03-21,SMS,SUCCESS,308.36,Website
C005615,2025-04-24,TXN,SUCCESS,685.98,Call Center
C007229,2025-03-30,TXN,SUCCESS,155.66,Mobile App
C001762,2025-02-08,TXN,SUCCESS,3472.53,Website
C006911,2025-06-22,APP_LOGIN,SUCCESS,2969.69,Branch
C005572,2025-02-17,SMS,SUCCESS,308.78,Mobile App
